選手ID,選手名,対局数,半荘数,総局数,総合ポイント,平均順位,1着数,2着数,3着数,4着数,トップ率,連対率,ラス回避率,平均得点,最高得点,平均ポイント,和了数,和了率,ツモ和了数,ロン和了数,ツモ和了率,平均和了点,最高和了点,平均翻,平均符,放銃数,放銃率,平均放銃点,副露局数,副露率,平均副露回数,立直局数,立直率,立直和了数,立直和了率,ダマ和了数,流局数,流局率,親局数,親番和了数,親番和了率,役満数,平均ドラ数,平均赤ドラ数,平均裏ドラ数,総局収支,平均局収支,最大局収支,最小局収支,解析済局数,判定保留局数,解析完了率,集計区分,年度,シーズン,最低得点,2着率,3着率,4着率,最大放銃点,放銃回避率,ダマ和了率,副露和了数,副露和了率,門前和了数,門前和了率,親番放銃数,親番放銃率,親平均収支,子平均収支
P0119,しんじゃうツモ,1,1,12,-8.1,3,0,0,1,0,0.0%,0.0%,100.0%,16900,16900,-8.1,2,16.7%,1,1,50.0%,3350,5200,2,35,1,8.3%,3900,4,33.3%,2.75,2,16.7%,1,50.0%,1,2,16.7%,3,1,33.3%,0,1,0,0,-8100,-675,5800,-5500,12,0,100.0%,全期間,,,16900,0.0%,100.0%,0.0%,3900,91.7%,50.0%,1,25.0%,1,12.5%,0,0.0%,166.6666667,-955.5555556
P0119,しんじゃうツモ,1,1,12,-8.1,3,0,0,1,0,0.0%,0.0%,100.0%,16900,16900,-8.1,2,16.7%,1,1,50.0%,3350,5200,2,35,1,8.3%,3900,4,33.3%,2.75,2,16.7%,1,50.0%,1,2,16.7%,3,1,33.3%,0,1,0,0,-8100,-675,5800,-5500,12,0,100.0%,年度,2026,,16900,0.0%,100.0%,0.0%,3900,91.7%,50.0%,1,25.0%,1,12.5%,0,0.0%,166.6666667,-955.5555556
P0119,しんじゃうツモ,1,1,12,-8.1,3,0,0,1,0,0.0%,0.0%,100.0%,16900,16900,-8.1,2,16.7%,1,1,50.0%,3350,5200,2,35,1,8.3%,3900,4,33.3%,2.75,2,16.7%,1,50.0%,1,2,16.7%,3,1,33.3%,0,1,0,0,-8100,-675,5800,-5500,12,0,100.0%,シーズン,2026,セミファイナル,16900,0.0%,100.0%,0.0%,3900,91.7%,50.0%,1,25.0%,1,12.5%,0,0.0%,166.6666667,-955.5555556
P0127,ソニア@SMY会,1,1,15,-37.5,4,0,0,0,1,0.0%,0.0%,0.0%,-12500,-12500,-37.5,1,6.7%,1,0,100.0%,1500,1500,1,40,4,26.7%,5700,3,20.0%,2.333333333,1,6.7%,0,0.0%,1,3,20.0%,2,0,0.0%,0,0,0,0,-37500,-2500,2500,-8000,15,0,100.0%,全期間,,,-12500,0.0%,0.0%,100.0%,8000,73.3%,100.0%,1,33.3%,0,0.0%,2,100.0%,-7200,-1776.923077
P0127,ソニア@SMY会,1,1,15,-37.5,4,0,0,0,1,0.0%,0.0%,0.0%,-12500,-12500,-37.5,1,6.7%,1,0,100.0%,1500,1500,1,40,4,26.7%,5700,3,20.0%,2.333333333,1,6.7%,0,0.0%,1,3,20.0%,2,0,0.0%,0,0,0,0,-37500,-2500,2500,-8000,15,0,100.0%,年度,2026,,-12500,0.0%,0.0%,100.0%,8000,73.3%,100.0%,1,33.3%,0,0.0%,2,100.0%,-7200,-1776.923077
P0127,ソニア@SMY会,1,1,15,-37.5,4,0,0,0,1,0.0%,0.0%,0.0%,-12500,-12500,-37.5,1,6.7%,1,0,100.0%,1500,1500,1,40,4,26.7%,5700,3,20.0%,2.333333333,1,6.7%,0,0.0%,1,3,20.0%,2,0,0.0%,0,0,0,0,-37500,-2500,2500,-8000,15,0,100.0%,シーズン,2026,セミファイナル,-12500,0.0%,0.0%,100.0%,8000,73.3%,100.0%,1,33.3%,0,0.0%,2,100.0%,-7200,-1776.923077
P0143,どっち？弾平,1,1,12,-22.7,4,0,0,0,1,0.0%,0.0%,0.0%,2300,2300,-22.7,1,8.3%,1,0,100.0%,8000,8000,5,30,4,33.3%,5525,2,16.7%,1,2,16.7%,1,50.0%,0,2,16.7%,3,0,0.0%,0,1,1,0,-22700,-1891.666667,8000,-12000,12,0,100.0%,全期間,,,2300,0.0%,0.0%,100.0%,12000,66.7%,0.0%,0,0.0%,1,10.0%,1,33.3%,-2100,-1822.222222
P0143,どっち？弾平,1,1,12,-22.7,4,0,0,0,1,0.0%,0.0%,0.0%,2300,2300,-22.7,1,8.3%,1,0,100.0%,8000,8000,5,30,4,33.3%,5525,2,16.7%,1,2,16.7%,1,50.0%,0,2,16.7%,3,0,0.0%,0,1,1,0,-22700,-1891.666667,8000,-12000,12,0,100.0%,年度,2026,,2300,0.0%,0.0%,100.0%,12000,66.7%,0.0%,0,0.0%,1,10.0%,1,33.3%,-2100,-1822.222222
P0143,どっち？弾平,1,1,12,-22.7,4,0,0,0,1,0.0%,0.0%,0.0%,2300,2300,-22.7,1,8.3%,1,0,100.0%,8000,8000,5,30,4,33.3%,5525,2,16.7%,1,2,16.7%,1,50.0%,0,2,16.7%,3,0,0.0%,0,1,1,0,-22700,-1891.666667,8000,-12000,12,0,100.0%,シーズン,2026,セミファイナル,2300,0.0%,0.0%,100.0%,12000,66.7%,0.0%,0,0.0%,1,10.0%,1,33.3%,-2100,-1822.222222
P0156,パイ乙戦士全ツ,1,1,10,-8.6,3,0,0,1,0,0.0%,0.0%,100.0%,16400,16400,-8.6,1,10.0%,0,1,0.0%,1000,1000,1,30,0,0.0%,,3,30.0%,1.666666667,2,20.0%,0,0.0%,1,1,10.0%,2,0,0.0%,0,0,0,0,-8600,-860,1000,-5000,10,0,100.0%,全期間,,,16400,0.0%,100.0%,0.0%,,100.0%,100.0%,1,33.3%,0,0.0%,0,0.0%,-3000,-325
P0156,パイ乙戦士全ツ,1,1,10,-8.6,3,0,0,1,0,0.0%,0.0%,100.0%,16400,16400,-8.6,1,10.0%,0,1,0.0%,1000,1000,1,30,0,0.0%,,3,30.0%,1.666666667,2,20.0%,0,0.0%,1,1,10.0%,2,0,0.0%,0,0,0,0,-8600,-860,1000,-5000,10,0,100.0%,年度,2026,,16400,0.0%,100.0%,0.0%,,100.0%,100.0%,1,33.3%,0,0.0%,0,0.0%,-3000,-325
P0156,パイ乙戦士全ツ,1,1,10,-8.6,3,0,0,1,0,0.0%,0.0%,100.0%,16400,16400,-8.6,1,10.0%,0,1,0.0%,1000,1000,1,30,0,0.0%,,3,30.0%,1.666666667,2,20.0%,0,0.0%,1,1,10.0%,2,0,0.0%,0,0,0,0,-8600,-860,1000,-5000,10,0,100.0%,シーズン,2026,セミファイナル,16400,0.0%,100.0%,0.0%,,100.0%,100.0%,1,33.3%,0,0.0%,0,0.0%,-3000,-325
P0175,ペン,1,1,9,-12.2,4,0,0,0,1,0.0%,0.0%,0.0%,12800,12800,-12.2,2,22.2%,1,1,50.0%,5000,8000,3,40,4,44.4%,4600,2,22.2%,1.5,3,33.3%,1,33.3%,1,1,11.1%,3,1,33.3%,0,0,0.5,0,-12200,-1355.555556,9000,-8000,9,0,100.0%,全期間,,,12800,0.0%,0.0%,100.0%,8000,55.6%,50.0%,1,50.0%,1,14.3%,1,33.3%,-1233.333333,-1416.666667
P0175,ペン,1,1,9,-12.2,4,0,0,0,1,0.0%,0.0%,0.0%,12800,12800,-12.2,2,22.2%,1,1,50.0%,5000,8000,3,40,4,44.4%,4600,2,22.2%,1.5,3,33.3%,1,33.3%,1,1,11.1%,3,1,33.3%,0,0,0.5,0,-12200,-1355.555556,9000,-8000,9,0,100.0%,年度,2026,,12800,0.0%,0.0%,100.0%,8000,55.6%,50.0%,1,50.0%,1,14.3%,1,33.3%,-1233.333333,-1416.666667
P0175,ペン,1,1,9,-12.2,4,0,0,0,1,0.0%,0.0%,0.0%,12800,12800,-12.2,2,22.2%,1,1,50.0%,5000,8000,3,40,4,44.4%,4600,2,22.2%,1.5,3,33.3%,1,33.3%,1,1,11.1%,3,1,33.3%,0,0,0.5,0,-12200,-1355.555556,9000,-8000,9,0,100.0%,シーズン,2026,セミファイナル,12800,0.0%,0.0%,100.0%,8000,55.6%,50.0%,1,50.0%,1,14.3%,1,33.3%,-1233.333333,-1416.666667
P0194,ミッキー柳井,1,1,14,-3.8,3,0,0,1,0,0.0%,0.0%,100.0%,21200,21200,-3.8,5,35.7%,3,2,60.0%,2780,4000,2.2,30,2,14.3%,3250,7,50.0%,3.285714286,2,14.3%,2,100.0%,3,1,7.1%,3,1,33.3%,0,0.2,0.4,0,-3800,-271.4285714,4600,-6000,14,0,100.0%,全期間,,,21200,0.0%,100.0%,0.0%,3900,85.7%,60.0%,3,42.9%,2,28.6%,1,33.3%,-1300,9.090909091
P0194,ミッキー柳井,1,1,14,-3.8,3,0,0,1,0,0.0%,0.0%,100.0%,21200,21200,-3.8,5,35.7%,3,2,60.0%,2780,4000,2.2,30,2,14.3%,3250,7,50.0%,3.285714286,2,14.3%,2,100.0%,3,1,7.1%,3,1,33.3%,0,0.2,0.4,0,-3800,-271.4285714,4600,-6000,14,0,100.0%,年度,2026,,21200,0.0%,100.0%,0.0%,3900,85.7%,60.0%,3,42.9%,2,28.6%,1,33.3%,-1300,9.090909091
P0194,ミッキー柳井,1,1,14,-3.8,3,0,0,1,0,0.0%,0.0%,100.0%,21200,21200,-3.8,5,35.7%,3,2,60.0%,2780,4000,2.2,30,2,14.3%,3250,7,50.0%,3.285714286,2,14.3%,2,100.0%,3,1,7.1%,3,1,33.3%,0,0.2,0.4,0,-3800,-271.4285714,4600,-6000,14,0,100.0%,シーズン,2026,セミファイナル,21200,0.0%,100.0%,0.0%,3900,85.7%,60.0%,3,42.9%,2,28.6%,1,33.3%,-1300,9.090909091
P0214,りきまーる,1,1,14,-63.6,4,0,0,0,1,0.0%,0.0%,0.0%,-38600,-38600,-63.6,0,0.0%,0,0,,,,,,7,50.0%,6757.142857,2,14.3%,4,3,21.4%,0,0.0%,0,1,7.1%,2,0,0.0%,0,,,,-63600,-4542.857143,0,-12600,14,0,100.0%,全期間,,,-38600,0.0%,0.0%,100.0%,12000,50.0%,,0,0.0%,0,0.0%,2,100.0%,-5300,-4416.666667
P0214,りきまーる,1,1,14,-63.6,4,0,0,0,1,0.0%,0.0%,0.0%,-38600,-38600,-63.6,0,0.0%,0,0,,,,,,7,50.0%,6757.142857,2,14.3%,4,3,21.4%,0,0.0%,0,1,7.1%,2,0,0.0%,0,,,,-63600,-4542.857143,0,-12600,14,0,100.0%,年度,2026,,-38600,0.0%,0.0%,100.0%,12000,50.0%,,0,0.0%,0,0.0%,2,100.0%,-5300,-4416.666667
P0214,りきまーる,1,1,14,-63.6,4,0,0,0,1,0.0%,0.0%,0.0%,-38600,-38600,-63.6,0,0.0%,0,0,,,,,,7,50.0%,6757.142857,2,14.3%,4,3,21.4%,0,0.0%,0,1,7.1%,2,0,0.0%,0,,,,-63600,-4542.857143,0,-12600,14,0,100.0%,シーズン,2026,セミファイナル,-38600,0.0%,0.0%,100.0%,12000,50.0%,,0,0.0%,0,0.0%,2,100.0%,-5300,-4416.666667
P0215,りゅー,1,1,14,-11.1,4,0,0,0,1,0.0%,0.0%,0.0%,13900,13900,-11.1,2,14.3%,0,2,0.0%,2800,3300,1.5,35,0,0.0%,,2,14.3%,1.5,4,28.6%,1,25.0%,1,0,0.0%,5,1,20.0%,0,0.5,0,0,-11100,-792.8571429,3300,-8000,10,4,71.4%,全期間,,,13900,0.0%,0.0%,100.0%,,100.0%,50.0%,1,50.0%,1,8.3%,0,0.0%,-640,-877.7777778
P0215,りゅー,1,1,14,-11.1,4,0,0,0,1,0.0%,0.0%,0.0%,13900,13900,-11.1,2,14.3%,0,2,0.0%,2800,3300,1.5,35,0,0.0%,,2,14.3%,1.5,4,28.6%,1,25.0%,1,0,0.0%,5,1,20.0%,0,0.5,0,0,-11100,-792.8571429,3300,-8000,10,4,71.4%,年度,2026,,13900,0.0%,0.0%,100.0%,,100.0%,50.0%,1,50.0%,1,8.3%,0,0.0%,-640,-877.7777778
P0215,りゅー,1,1,14,-11.1,4,0,0,0,1,0.0%,0.0%,0.0%,13900,13900,-11.1,2,14.3%,0,2,0.0%,2800,3300,1.5,35,0,0.0%,,2,14.3%,1.5,4,28.6%,1,25.0%,1,0,0.0%,5,1,20.0%,0,0.5,0,0,-11100,-792.8571429,3300,-8000,10,4,71.4%,シーズン,2026,セミファイナル,13900,0.0%,0.0%,100.0%,,100.0%,50.0%,1,50.0%,1,8.3%,0,0.0%,-640,-877.7777778
P0236,乙子,1,1,14,1.3,2,0,1,0,0,0.0%,100.0%,100.0%,26300,26300,1.3,4,28.6%,1,3,25.0%,4750,8000,2.5,45,2,14.3%,2700,7,50.0%,3.285714286,4,28.6%,2,50.0%,2,1,7.1%,3,1,33.3%,0,0.5,0.25,0.25,1300,92.85714286,8000,-6000,14,0,100.0%,全期間,,,26300,100.0%,0.0%,0.0%,3900,85.7%,50.0%,1,14.3%,3,42.9%,0,0.0%,600,-45.45454545
P0236,乙子,1,1,14,1.3,2,0,1,0,0,0.0%,100.0%,100.0%,26300,26300,1.3,4,28.6%,1,3,25.0%,4750,8000,2.5,45,2,14.3%,2700,7,50.0%,3.285714286,4,28.6%,2,50.0%,2,1,7.1%,3,1,33.3%,0,0.5,0.25,0.25,1300,92.85714286,8000,-6000,14,0,100.0%,年度,2026,,26300,100.0%,0.0%,0.0%,3900,85.7%,50.0%,1,14.3%,3,42.9%,0,0.0%,600,-45.45454545
P0236,乙子,1,1,14,1.3,2,0,1,0,0,0.0%,100.0%,100.0%,26300,26300,1.3,4,28.6%,1,3,25.0%,4750,8000,2.5,45,2,14.3%,2700,7,50.0%,3.285714286,4,28.6%,2,50.0%,2,1,7.1%,3,1,33.3%,0,0.5,0.25,0.25,1300,92.85714286,8000,-6000,14,0,100.0%,シーズン,2026,セミファイナル,26300,100.0%,0.0%,0.0%,3900,85.7%,50.0%,1,14.3%,3,42.9%,0,0.0%,600,-45.45454545
P0240,葛餅,1,1,12,30.5,1,1,0,0,0,100.0%,100.0%,100.0%,55500,55500,30.5,4,33.3%,2,2,50.0%,7550,12000,3.25,42.5,0,0.0%,,4,33.3%,2.25,1,8.3%,1,100.0%,3,2,16.7%,4,2,50.0%,0,0.5,0.5,0,30500,2541.666667,13000,-2000,12,0,100.0%,全期間,,,55500,0.0%,0.0%,0.0%,,100.0%,75.0%,3,75.0%,1,12.5%,0,0.0%,6325,650
P0240,葛餅,1,1,12,30.5,1,1,0,0,0,100.0%,100.0%,100.0%,55500,55500,30.5,4,33.3%,2,2,50.0%,7550,12000,3.25,42.5,0,0.0%,,4,33.3%,2.25,1,8.3%,1,100.0%,3,2,16.7%,4,2,50.0%,0,0.5,0.5,0,30500,2541.666667,13000,-2000,12,0,100.0%,年度,2026,,55500,0.0%,0.0%,0.0%,,100.0%,75.0%,3,75.0%,1,12.5%,0,0.0%,6325,650
P0240,葛餅,1,1,12,30.5,1,1,0,0,0,100.0%,100.0%,100.0%,55500,55500,30.5,4,33.3%,2,2,50.0%,7550,12000,3.25,42.5,0,0.0%,,4,33.3%,2.25,1,8.3%,1,100.0%,3,2,16.7%,4,2,50.0%,0,0.5,0.5,0,30500,2541.666667,13000,-2000,12,0,100.0%,シーズン,2026,セミファイナル,55500,0.0%,0.0%,0.0%,,100.0%,75.0%,3,75.0%,1,12.5%,0,0.0%,6325,650
P0245,仇森龍,1,1,15,-19.6,3,0,0,1,0,0.0%,0.0%,100.0%,5400,5400,-19.6,1,6.7%,1,0,100.0%,12000,12000,5,30,3,20.0%,7333.333333,4,26.7%,2,4,26.7%,1,25.0%,0,3,20.0%,4,1,25.0%,0,0,1,2,-19600,-1306.666667,12000,-12300,15,0,100.0%,全期間,,,5400,0.0%,100.0%,0.0%,12000,80.0%,0.0%,0,0.0%,1,9.1%,2,50.0%,-2025,-1045.454545
P0245,仇森龍,1,1,15,-19.6,3,0,0,1,0,0.0%,0.0%,100.0%,5400,5400,-19.6,1,6.7%,1,0,100.0%,12000,12000,5,30,3,20.0%,7333.333333,4,26.7%,2,4,26.7%,1,25.0%,0,3,20.0%,4,1,25.0%,0,0,1,2,-19600,-1306.666667,12000,-12300,15,0,100.0%,年度,2026,,5400,0.0%,100.0%,0.0%,12000,80.0%,0.0%,0,0.0%,1,9.1%,2,50.0%,-2025,-1045.454545
P0245,仇森龍,1,1,15,-19.6,3,0,0,1,0,0.0%,0.0%,100.0%,5400,5400,-19.6,1,6.7%,1,0,100.0%,12000,12000,5,30,3,20.0%,7333.333333,4,26.7%,2,4,26.7%,1,25.0%,0,3,20.0%,4,1,25.0%,0,0,1,2,-19600,-1306.666667,12000,-12300,15,0,100.0%,シーズン,2026,セミファイナル,5400,0.0%,100.0%,0.0%,12000,80.0%,0.0%,0,0.0%,1,9.1%,2,50.0%,-2025,-1045.454545
P0255,元教室生タク,1,1,14,15.7,2,0,1,0,0,0.0%,100.0%,100.0%,40700,40700,15.7,4,28.6%,2,2,50.0%,5300,8000,3,30,0,0.0%,,5,35.7%,2.4,4,28.6%,3,75.0%,1,1,7.1%,3,1,33.3%,0,1,0,0.25,15700,1121.428571,9000,-3300,14,0,100.0%,全期間,,,40700,100.0%,0.0%,0.0%,,100.0%,25.0%,1,20.0%,3,33.3%,0,0.0%,1300,1072.727273
P0255,元教室生タク,1,1,14,15.7,2,0,1,0,0,0.0%,100.0%,100.0%,40700,40700,15.7,4,28.6%,2,2,50.0%,5300,8000,3,30,0,0.0%,,5,35.7%,2.4,4,28.6%,3,75.0%,1,1,7.1%,3,1,33.3%,0,1,0,0.25,15700,1121.428571,9000,-3300,14,0,100.0%,年度,2026,,40700,100.0%,0.0%,0.0%,,100.0%,25.0%,1,20.0%,3,33.3%,0,0.0%,1300,1072.727273
P0255,元教室生タク,1,1,14,15.7,2,0,1,0,0,0.0%,100.0%,100.0%,40700,40700,15.7,4,28.6%,2,2,50.0%,5300,8000,3,30,0,0.0%,,5,35.7%,2.4,4,28.6%,3,75.0%,1,1,7.1%,3,1,33.3%,0,1,0,0.25,15700,1121.428571,9000,-3300,14,0,100.0%,シーズン,2026,セミファイナル,40700,100.0%,0.0%,0.0%,,100.0%,25.0%,1,20.0%,3,33.3%,0,0.0%,1300,1072.727273
P0260,黒太郎@SMY会,1,1,9,14,1,1,0,0,0,100.0%,100.0%,100.0%,39000,39000,14,2,22.2%,1,1,50.0%,6600,8000,3.5,35,0,0.0%,,2,22.2%,1.5,2,22.2%,1,50.0%,1,1,11.1%,2,0,0.0%,0,0,0.5,0,14000,1555.555556,8000,-2000,9,0,100.0%,全期間,,,39000,0.0%,0.0%,0.0%,,100.0%,50.0%,1,50.0%,1,14.3%,0,0.0%,500,1857.142857
P0260,黒太郎@SMY会,1,1,9,14,1,1,0,0,0,100.0%,100.0%,100.0%,39000,39000,14,2,22.2%,1,1,50.0%,6600,8000,3.5,35,0,0.0%,,2,22.2%,1.5,2,22.2%,1,50.0%,1,1,11.1%,2,0,0.0%,0,0,0.5,0,14000,1555.555556,8000,-2000,9,0,100.0%,年度,2026,,39000,0.0%,0.0%,0.0%,,100.0%,50.0%,1,50.0%,1,14.3%,0,0.0%,500,1857.142857
P0260,黒太郎@SMY会,1,1,9,14,1,1,0,0,0,100.0%,100.0%,100.0%,39000,39000,14,2,22.2%,1,1,50.0%,6600,8000,3.5,35,0,0.0%,,2,22.2%,1.5,2,22.2%,1,50.0%,1,1,11.1%,2,0,0.0%,0,0,0.5,0,14000,1555.555556,8000,-2000,9,0,100.0%,シーズン,2026,セミファイナル,39000,0.0%,0.0%,0.0%,,100.0%,50.0%,1,50.0%,1,14.3%,0,0.0%,500,1857.142857
P0269,淳之介,1,1,12,0.3,2,0,1,0,0,0.0%,100.0%,100.0%,25300,25300,0.3,3,25.0%,0,3,0.0%,6600,12000,4,30,1,8.3%,12000,4,33.3%,2.5,3,25.0%,1,33.3%,2,2,16.7%,2,0,0.0%,0,0.3333333333,1,0,300,25,12000,-13000,12,0,100.0%,全期間,,,25300,100.0%,0.0%,0.0%,12000,91.7%,66.7%,2,50.0%,1,12.5%,0,0.0%,-2000,430
P0269,淳之介,1,1,12,0.3,2,0,1,0,0,0.0%,100.0%,100.0%,25300,25300,0.3,3,25.0%,0,3,0.0%,6600,12000,4,30,1,8.3%,12000,4,33.3%,2.5,3,25.0%,1,33.3%,2,2,16.7%,2,0,0.0%,0,0.3333333333,1,0,300,25,12000,-13000,12,0,100.0%,年度,2026,,25300,100.0%,0.0%,0.0%,12000,91.7%,66.7%,2,50.0%,1,12.5%,0,0.0%,-2000,430
P0269,淳之介,1,1,12,0.3,2,0,1,0,0,0.0%,100.0%,100.0%,25300,25300,0.3,3,25.0%,0,3,0.0%,6600,12000,4,30,1,8.3%,12000,4,33.3%,2.5,3,25.0%,1,33.3%,2,2,16.7%,2,0,0.0%,0,0.3333333333,1,0,300,25,12000,-13000,12,0,100.0%,シーズン,2026,セミファイナル,25300,100.0%,0.0%,0.0%,12000,91.7%,66.7%,2,50.0%,1,12.5%,0,0.0%,-2000,430
P0276,松崎真也,1,1,12,32.2,1,1,0,0,0,100.0%,100.0%,100.0%,57200,57200,32.2,4,33.3%,1,3,25.0%,9250,18000,3.75,30,2,16.7%,1750,4,33.3%,2.5,2,16.7%,2,100.0%,2,1,8.3%,5,3,60.0%,0,0,0.75,0,32200,2683.333333,19000,-2900,12,0,100.0%,全期間,,,57200,0.0%,0.0%,0.0%,2000,83.3%,50.0%,2,50.0%,2,25.0%,1,20.0%,6700,-185.7142857
P0276,松崎真也,1,1,12,32.2,1,1,0,0,0,100.0%,100.0%,100.0%,57200,57200,32.2,4,33.3%,1,3,25.0%,9250,18000,3.75,30,2,16.7%,1750,4,33.3%,2.5,2,16.7%,2,100.0%,2,1,8.3%,5,3,60.0%,0,0,0.75,0,32200,2683.333333,19000,-2900,12,0,100.0%,年度,2026,,57200,0.0%,0.0%,0.0%,2000,83.3%,50.0%,2,50.0%,2,25.0%,1,20.0%,6700,-185.7142857
